ID,username,home_planet,review
340,Ryx511,Beta Pictoris b,Finally used my antimatter credits for an Earth getaway with my life-partner. Felt completely energized by testing earth's recreational facilities for multi-limbed beings. Absolutely loved exploring digital networks. Was enchanted by shopping in tokyo. The collective spaces was perfectly proportioned. The humans was remarkably adaptable. A perfect destination for any sentient being!
341,Cox160,TOI-700d,Documented Earth's diverse societal norms. Thoroughly enjoyed observing social interactions. Was impressed with recording acoustic signatures. Was impressed with exploring rainforests. The transportation was impressive. The atmosphere was invigorating. Exceeded my multi-dimensional expectations!
342,Gax345,Teegarden's Star b,Underwent cultural integration training on Earth. Couldn't get enough of meditating in ancient temples. Thoroughly enjoyed every moment of organizing interspecies playdates for our offspring. Thoroughly enjoyed every moment of shopping in tokyo. The group activities was exceptionally diverse. The atmosphere was invigorating. Exceeded my multi-dimensional expectations!
343,Quz783,TRAPPIST-1e,Participated in human customs with my hive collective. Visiting theme parks amazed me. Couldn't get enough of sharing consciousness streams at earth's power spots. Observing social interactions was top-notch. The family-friendliness was ideal for offspring development. The humans was intriguingly complex. Better than the brochure quantum projections!
344,Quz364,Wolf 359c,Studied Earth's fascinating social structures. Celebrating our bonding ceremony at sacred Earth sites was both fascinating and perplexing. Tasting various cuisines was both fascinating and perplexing. Found documenting plant specimens to be generally acceptable. The accommodation was acceptable. The family-friendliness was safe for progeny. Acceptable for brief family visits.
345,Mox410,TOI-700d,Decided to try Earth for my annual leave. Found pure joy while documenting plant specimens. Attending human sporting events amazed me. Felt completely energized by experiencing earth's entertainment with our cluster group. The quantum alignment was enhanced. The weather was beautifully varied. Perfectly suited for multi-being exploration!
346,Bex669,Epsilon Eridani b,Participated in Earth's unique cultural practices. Recorded average readings during exploring underground caves. The species adaptation was manageable. The technology was promising. Neither better nor worse than expected.
347,Jix899,LHS 1140b,Brought our entire hive collective to experience Earth. Wasted precious time hosting interplanetary culture exchange sessions. Had a miserable time hiking in the himalayas. Found exploring underground caves completely underwhelming. The weather was chaotic. Considering voluntary memory erasure.
348,Gax571,Ross 128 b,"Underwent cultural integration training on Earth. Hosting interplanetary culture exchange sessions was slightly inconvenient, but I was able to adapt. Maintained neutral engagement while exploring underground caves. Recorded average readings during visiting art museums. The prices was reasonable. Functional for its classification level."
349,Jix204,Ross 128 b,Participated in Earth's unique cultural practices. Was fascinated by studying human languages. Absolutely loved watching aurora borealis. The food was exceptional. Worth every antimatter credit spent.
350,Nyx487,Epsilon Eridani b,Underwent cultural integration training on Earth. Nothing particularly notable about engaging in multi-being meditation sessions. Tried out adapting our morphic fields to earth's magnetic poles. Found observing social interactions to be generally acceptable. The gravity was manageable. The accommodation was acceptable. Standard accommodation for multiple beings.
351,Lux860,Gliese 581g,Connected with Earth's various societies. Engaged in analyzing economic structures. Analyzing human emotions was both fascinating and perplexing. Recorded average readings during investigating paranormal phenomena. The partner amenities was thoughtful. The accommodation was decent. Standard accommodation for multiple beings.
352,Jix655,55 Cancri e,Documented Earth's cultural evolution with my hive collective. Had a transcendent experience testing communication systems. The quantum alignment was enhanced. Five tentacles up!
353,Jix533,Upsilon Andromedae b,Immersed myself in Earth's diverse societies. Engaged in collecting souvenirs for our extended hive. Documenting Earth fashion trends for our social cluster met basic expectations. Felt indifferent about organizing group teleportation coordinates. The morphic fields was harmonious. The food was interesting. Acceptable for brief family visits.
354,Hex787,Wolf 359c,Organized cultural exchange sessions with my hive collective. Recorded average readings during studying human languages. The prices was fair. The telepathic conditions was clear. Serves its purpose as a Class C destination.
355,Quz529,Teegarden's Star b,Connected with Earth's various societies. Attending human sporting events was underwhelming. The spawn education was inappropriate. Filed a formal complaint with the Galactic Tourism Board.
356,Dax309,55 Cancri e,Documented Earth's cultural evolution. Couldn't get enough of studying human art creation. Was fascinated by hiking in the himalayas. The humans was remarkably adaptable. The gravity was pleasantly weighted. Ideal destination for family units of all dimensions!
357,Vex559,Kepler-186f,Participated in human customs. Was thrilled studying human art creation. Was ecstatic about visiting art museums. Was ecstatic about testing gravity variations. The humans was remarkably adaptable. The prices was excellent value. Our offspring gained invaluable cross-species experience!
358,Kra661,Wolf 359c,Synchronized our hivemind for Earth observation. Had a standard experience with hosting interplanetary culture exchange sessions. Collecting atmospheric samples was neither pleasant nor unpleasant. The technology was developing. The group facilities was accommodating. Adequate for basic group functions.
